vendor,model,price,reviews,sells,url
TP-Link,Deco X20,2473.33,58,1299,https://www.mercadolivre.com.br/access-point-roteador-sistema-wi-fi-mesh-tp-link-deco-x20-branco-220v-3-unidades/p/MLB16139810?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,968,56,1002,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-rb2011uias-2hnd-in-preto-e-vermelho-100v240v/p/MLB6364668?pdp_filters=item_id:MLB2148261434
Multilaser,RE015,180,54,1586,https://www.mercadolivre.com.br/roteador-multilaser-re015-preto/p/MLB17324477?pdp_filters=category:MLB5867
MikroTik,Cloud Core,7980,54,1509,https://www.mercadolivre.com.br/roteador-bridge-mikrotik-cloud-core-ccr1036-8g-2s-branco-100v240v/p/MLB8999649?pdp_filters=category:MLB5867
TP-Link,RE200,178.9,53,1330,https://www.mercadolivre.com.br/access-point-range-extender-wmm-tp-link-re200-v5-branco-220v/p/MLB18243252?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,382,50,1044,https://www.mercadolivre.com.br/access-point-indoor-mikrotik-routerboard-hap-ac-lite-tower-rb952ui-5ac2nd-tc-preto/p/MLB8718822?pdp_filters=category:MLB5867
TP-Link,TL-WR740N,51.4,49,478,https://www.mercadolivre.com.br/roteador-wds-bridge-tp-link-tl-wr740n-v7-branco-220v/p/MLB18270399?pdp_filters=category:MLB5867
,,440.91,49,76,https://produto.mercadolivre.com.br/MLB-1002891431-ubiquiti-lite-beam-m5-lbe-m5-23dbi-58ghz-fonte-poe-f-gratis-_JM
,,564.9,49,17,https://produto.mercadolivre.com.br/MLB-1861498629-roteador-wifi-tenda-ac23-gigabit-7-antenas-6dbi-ac-2100mbps-_JM
Intelbras,IWR 1000N,110.62,48,1019,https://www.mercadolivre.com.br/roteador-access-point-intelbras-iwr-1000n-branco-100v240v/p/MLB8734630?pdp_filters=category:MLB5867
,,150,48,7,https://produto.mercadolivre.com.br/MLB-2680952565-roteador-intelbras-iwr-1000n-branco-kit-10-sem-fonte-_JM
TP-Link,Omada,723,46,6055,https://www.mercadolivre.com.br/access-point-indoor-tp-link-omada-eap225-v3-branco/p/MLB7912355?pdp_filters=category:MLB5867
TP-Link,Omada eap115,197.65,46,2666,https://www.mercadolivre.com.br/access-point-indoor-tp-link-omada-eap115-branco/p/MLB7953374?pdp_filters=category:MLB5867
TP-Link,TL-MR3420,175,46,554,https://www.mercadolivre.com.br/roteador-wds-bridge-tp-link-tl-mr3420-v5-branco-220v/p/MLB18276020?pdp_filters=category:MLB5867
,,149,45,18,https://produto.mercadolivre.com.br/MLB-2220606628-roteador-tenda-_JM
TP-Link,Omada,200,43,2425,https://www.mercadolivre.com.br/access-point-indoor-tp-link-omada-eap110-branco/p/MLB15354537?pdp_filters=category:MLB5867
D-Link,EXO dir 3040,385,43,1191,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-d-link-exo-dir-3040-preto-100v240v/p/MLB19034976?pdp_filters=category:MLB5867
,,540,43,128,https://produto.mercadolivre.com.br/MLB-1727690776-mikrotik-routerboard-rb-d52g-5hacd2hnd-tc-hap-ac2-l4-24-58-_JM
MikroTik,Cloud Core,6700,41,893,https://www.mercadolivre.com.br/roteador-mikrotik-cloud-core-r2-ccr1036-12g-4s-branco-100v240v/p/MLB6364666?pdp_filters=category:MLB5867
TP-Link,Deco M9 Plus,2512,41,1372,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-wmm-tp-link-deco-m9-plus-v2-branco-220v-3-unidades/p/MLB18467282?pdp_filters=category:MLB5867
TP-Link,TL-MR3020,173,41,611,https://www.mercadolivre.com.br/roteador-wisp-tp-link-tl-mr3020-v1-cinza-220v/p/MLB18218495?pdp_filters=category:MLB5867
,,178,41,64,https://produto.mercadolivre.com.br/MLB-2148180487-roteador-access-point-wisp-tp-link-tl-mr3020-v1-bivolt-_JM
Huawei,WS5800,854,39,478,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-huawei-ws5800-branco-100v240v-2-unidades/p/MLB16589780?pdp_filters=category:MLB5867
Xiaomi,Mi,210,36,460,https://www.mercadolivre.com.br/roteador-xiaomi-mi-router-4-branco/p/MLB15940035?pdp_filters=category:MLB5867
Ubiquiti,UniFi,2999,34,1567,https://www.mercadolivre.com.br/roteador-ubiquiti-unifi-usg-branco-100v240v/p/MLB15378985?pdp_filters=category:MLB5867
Ubiquiti,LiteAP,647,33,2029,https://www.mercadolivre.com.br/access-point-ubiquiti-liteap-lap-120-branco/p/MLB15982164?pdp_filters=category:MLB5867
,,1088.23,33,295,https://produto.mercadolivre.com.br/MLB-1839082287-roteador-wifi-6-gigabit-ax5400-dual-band-archer-ax73-_JM
,,807,33,70,https://produto.mercadolivre.com.br/MLB-1165030840-ubnt-lbe-5ac-16-120-br-litebeam-16dbi-5ghz-100mbpsac-na-cx-_JM
,,129.88,32,177,https://produto.mercadolivre.com.br/MLB-716561681-roteador-a-cabo-dsl-de-8-portas-tp-link-tl-r860-ip-qos-_JM
Asus,RT-AC86U,1629.62,31,485,https://www.mercadolivre.com.br/access-point-roteador-asus-rt-ac86u-preto-e-vermelho-110v240v/p/MLB10523171?pdp_filters=category:MLB5867
TP-Link,C54,213.3,30,183,https://produto.mercadolivre.com.br/MLB-2024291225-roteador-ac1200-tp-link-archer-c54-preto-_JM
TP-Link,C64,325.99,30,43,https://produto.mercadolivre.com.br/MLB-2171030654-roteador-tp-link-archer-c64-ac1200-gigabit-dual-band-_JM
TP-Link,wa901,280,30,5,https://produto.mercadolivre.com.br/MLB-1923803008-access-point-tp-link-tl-wa901nd-branco-_JM
Greatek,2100 MBPS,291.1,28,341,https://www.mercadolivre.com.br/roteador-greatek-gigabit-5-portas-ipv6-2100mbps-6-antenas-gwr2100ac/p/MLB19170981?pdp_filters=category:MLB5867
,,287.91,28,34,https://produto.mercadolivre.com.br/MLB-2144779693-roteador-mont-wifi-5-portas-101001000-ipv6-2100mbps-_JM
TP-Link,Omada,985.2,27,1509,https://www.mercadolivre.com.br/access-point-indoor-tp-link-omada-eap245-branco/p/MLB15295214?pdp_filters=category:MLB5867
TP-Link,RE505X,465,25,485,https://www.mercadolivre.com.br/range-extender-access-point-sistema-wi-fi-mesh-tp-link-re505x-v1-branco-220v/p/MLB18465014?pdp_filters=category:MLB5867
TP-Link,TL-ER6120,1799.85,25,402,https://www.mercadolivre.com.br/roteador-tp-link-tl-er6120-preto-100v240v/p/MLB15301902?pdp_filters=category:MLB5867
Multilaser,RE011,76.82,24,947,https://www.mercadolivre.com.br/access-point-roteador-multilaser-re011-preto/p/MLB15833311?pdp_filters=category:MLB5867
TP-Link,Archer C6,398,23,595,https://produto.mercadolivre.com.br/MLB-1305791630-roteador-wireless-tp-link-archer-c6-ac1200-gigabit-1001000-wi-fi-dual-band-mu-mimo-1200-mbps-_JM
Google,Nest Wifi,936,23,387,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-google-nest-wifi-snow-220v/p/MLB7917418?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,379,22,350,https://www.mercadolivre.com.br/access-point-indoor-mikrotik-routerboard-hap-ac-lite-rb952ui-5ac2nd-azul-e-branco-100v240v/p/MLB8606595?pdp_filters=category:MLB5867
MikroTik,Cloud Core,5510,22,352,https://www.mercadolivre.com.br/roteador-mikrotik-cloud-core-ccr1016-12s-1s-branco/p/MLB7930830?pdp_filters=category:MLB5867
TP-Link,TL-WR820N,119,21,730,https://www.mercadolivre.com.br/roteador-wmm-tp-link-tl-wr820n-v1-branco/p/MLB17846171?pdp_filters=category:MLB5867
Ubiquiti,PBE-M5-400,796,21,637,https://produto.mercadolivre.com.br/MLB-704406563-ubiquiti-powerbeam-m5-25dbi-pbe-m5-400-_JM
Elsys,Dwr-922b,516.12,21,650,https://produto.mercadolivre.com.br/MLB-695102525-roteador-dwr-922b-3g-4g-300mbps-p-chip-4g-max-rurax-_JM
D-Link,EXO,490,21,379,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-d-link-exo-dir-1360-preto-100v240v/p/MLB16193331?pdp_filters=category:MLB5867
Mercusys,Halo S12,290,21,400,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-range-extender-mercusys-halo-s12-v1-branco-2-unidades/p/MLB16139808?pdp_filters=item_id:MLB1987059516
Multilaser,RE170,109.9,21,160,https://www.mercadolivre.com.br/roteador-wisp-multilaser-re170-branco-100v240v/p/MLB19091477?pdp_filters=category:MLB5867
Xiaomi,Mi,199.15,20,331,https://www.mercadolivre.com.br/access-point-range-extender-xiaomi-mi-ra75-preto-100v240v/p/MLB18520062?pdp_filters=category:MLB5867
Xiaomi,ax6000,910.8,20,59,https://produto.mercadolivre.com.br/MLB-2188039277-roteador-xiaomi-ax6000-aiot-6000-mbs-wi-fi6-vpn-512mb-_JM
,,184.9,20,4,https://produto.mercadolivre.com.br/MLB-2665778323-access-point-range-extender-xiaomi-mi-ra75-preto-100v240v-_JM
MikroTik,RouterBOARD,1052,19,793,https://www.mercadolivre.com.br/access-point-outdoor-mikrotik-routerboard-netmetal-5-rb922uags-5hpacd-nm-preto-100v240v/p/MLB7931366?pdp_filters=category:MLB5867
,,423.99,19,7,https://produto.mercadolivre.com.br/MLB-1959368747-mikrotik-routerboard-rb-952ui-5ac2nd-tc-hap-ac-lite-tower-_JM
TP-Link,EAP245,999.9,18,730,https://www.mercadolivre.com.br/access-point-indoor-tp-link-auranet-eap-eap245-branco/p/MLB8606587?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,2574,18,244,https://www.mercadolivre.com.br/access-point-outdoor-mikrotik-routerboard-netmetal-5-rb921uags-5shpacd-nm-preto-100v240v/p/MLB7901945?pdp_filters=category:MLB5867
TP-Link,Archer,349,16,277,https://www.mercadolivre.com.br/roteador-access-point-tp-link-archer-c1200-preto/p/MLB13987150?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,1162.77,16,218,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-hap-ac-rb962uigs-5hact2hnt-azul-e-branco-100v240v/p/MLB6363657?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,885,16,170,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-rb2011uias-in-preto-e-vermelho-100v240v/p/MLB7931391?pdp_filters=category:MLB5867
,,420,16,1,https://produto.mercadolivre.com.br/MLB-2101057613-roteador-access-point-tp-link-archer-c1200-preto-_JM
TP-Link,TL-WPA4220KIT,434,15,222,https://www.mercadolivre.com.br/adaptador-powerline-tp-link-tl-wpa4220kit-v2-branco-220v-2-unidades/p/MLB18428104?pdp_filters=category:MLB5867
Xiaomi,Redmi,390,15,203,https://www.mercadolivre.com.br/roteador-xiaomi-redmi-ac2100-branco/p/MLB15490310?pdp_filters=category:MLB5867
TP-Link,TL-MR3040,360,15,21,https://www.mercadolivre.com.br/roteador-access-point-wisp-tp-link-tl-mr3040-v1-branco-220v/p/MLB18346560?pdp_filters=category:MLB5867
,,328,15,7,https://produto.mercadolivre.com.br/MLB-2661676052-access-point-roteador-sistema-wi-fi-mesh-tp-l-_JM
MikroTik,SXTsq,339,14,1712,https://www.mercadolivre.com.br/access-point-outdoor-mikrotik-sxtsq-lite5-rbsxtsq5nd-branco-100v240v/p/MLB17291265?pdp_filters=category:MLB5867
,,302.9,14,421,https://produto.mercadolivre.com.br/MLB-1761110309-roteador-tplink-archer-c6-ac1200-full-gigabit-mesh-wifi-_JM
MikroTik,RouterBOARD rbd53ig,702.21,14,278,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-hap-ac3-rbd53ig-5hacd2hnd-preto-100v240v/p/MLB18543900?pdp_filters=category:MLB5867
,,484.03,14,20,https://produto.mercadolivre.com.br/MLB-1603858560-roteador-wireless-tp-link-dual-band-gigabit-ac1350-ec230-g1-_JM
,,1686.73,14,1,https://produto.mercadolivre.com.br/MLB-1891204482-access-point-wireless-gigabit-mu-mimo-montavel-em-teto-_JM
MikroTik,RouterBOARD,2138.34,13,247,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-rb4011igs5hacq2hnd-in-preto-100v240v/p/MLB14652354?pdp_filters=category:MLB5867
MikroTik,Cloud Core,5550,13,242,https://www.mercadolivre.com.br/roteador-mikrotik-cloud-core-ccr1016-12g-branco-100v240v/p/MLB7912343?pdp_filters=category:MLB5867
,,2033.33,13,7,https://produto.mercadolivre.com.br/MLB-1956099818-roteador-mikrotik-routerboard-rb4011igs5hacq2hnd-in-_JM
,,291.59,12,509,https://produto.mercadolivre.com.br/MLB-1775890909-roteador-tp-link-archer-c6-ver320-gigabit-mu-mimo-ac1200-_JM
Greatek,300N,116.91,12,485,https://www.mercadolivre.com.br/roteador-greatek-4-portas-ipv6-2-antenas-300mbps-gwr300n/p/MLB19165929?pdp_filters=category:MLB5867
,,109.7,12,236,https://produto.mercadolivre.com.br/MLB-1577878689-roteador-tp-link-wireless-multimodo-300-mbps-tl-wr829n-_JM
Xiaomi,Mi AIoT,1038.51,12,203,https://www.mercadolivre.com.br/roteador-xiaomi-mi-aiot-ax3600-preto/p/MLB17298333?pdp_filters=category:MLB5867
,,49.9,12,12,https://produto.mercadolivre.com.br/MLB-2163896828-roteador-d-link-150mbps-wireless-1-antena-di-524-lacrado-_JM
,,494.85,12,6,https://produto.mercadolivre.com.br/MLB-2047491494-roteador-wi-fi-300mbps-24ghz-greatek-gwr300n-15-unidades-_JM
Ubiquiti,UniFi,1838,11,1419,https://www.mercadolivre.com.br/access-point-outdoor-wmm-ubiquiti-unifi-ac-mesh-uap-ac-m-pro-branco-220v/p/MLB7917424?pdp_filters=category:MLB5867
,,339.99,11,279,https://produto.mercadolivre.com.br/MLB-1322009566-roteador-tp-link-full-gigabit-ac1200-archer-c6-lancamento-_JM
Ubiquiti,LiteAP,832,10,576,https://www.mercadolivre.com.br/access-point-ubiquiti-liteap-lap-gps-branco/p/MLB15355830?pdp_filters=category:MLB5867
Kingston,SDCS2/256GB,351,10,105,https://www.mercadolivre.com.br/carto-de-memoria-kingston-sdcs2256gb-com-adaptador-sd-256gb/p/MLB15713892?pdp_filters=category:MLB5867
Ubiquiti,Rocket,1999,9,532,https://www.mercadolivre.com.br/access-point-outdoor-wmm-ubiquiti-rocket-prism-ac-gen2-rp-5ac-gen2-branco-220v/p/MLB7912335?pdp_filters=category:MLB5867
TP-Link,SafeStream,481,9,246,https://www.mercadolivre.com.br/roteador-tp-link-safestream-tl-r600vpn-v4-preto-220v/p/MLB18351355?pdp_filters=category:MLB5867
,,456.15,9,163,https://produto.mercadolivre.com.br/MLB-1811823034-roteador-deco-e3-ac1200-sistema-wi-fi-mesh-2-pack-tp-link-_JM
,,669.99,9,139,https://produto.mercadolivre.com.br/MLB-1714919774-modem-roteador-3g-e-4g-chip-sim-c-antena-ex-desbloq-300mbps-_JM
Ubiquiti,AmpliFi,4098,9,123,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-ubiquiti-amplifi-afi-hd-branco-220v-3-unidades/p/MLB8718782?pdp_filters=category:MLB5867
D-Link,EXO AX,1359,9,96,https://www.mercadolivre.com.br/roteador-d-link-exo-ax-dir-x5460-preto-110v220v/p/MLB18630620?pdp_filters=category:MLB5867
Ubiquiti,UniFi,2920,8,671,https://www.mercadolivre.com.br/access-point-ubiquiti-unifi-uapachd-branco/p/MLB15258384?pdp_filters=category:MLB5867
MikroTik,CCR2004-1G-12S+2XS,4099,8,532,https://www.mercadolivre.com.br/roteador-mikrotik-ccr2004-1g-12s2xs-branco-100v240v/p/MLB16035008?pdp_filters=category:MLB5867
MikroTik,OmniTIK 5 ac,871,8,349,https://www.mercadolivre.com.br/access-point-indoor-mikrotik-omnitik-5-ac-rbomnitikg-5hacd-branco-100v240v/p/MLB8721608?pdp_filters=category:MLB5867
,,279.92,8,225,https://produto.mercadolivre.com.br/MLB-739696477-cpe-24-wireless-station-24-ghz-internet-proeletronic-_JM
TP-Link,Deco m3,599.46,8,96,https://produto.mercadolivre.com.br/MLB-1811826726-roteador-wireless-deco-m3-ac1200-2-pecas-tp-link-_JM
,,76.99,8,51,https://produto.mercadolivre.com.br/MLB-1955039254-wifi-sinal-amplificador-300m-wireless-n-_JM
,,109.7,8,6,https://produto.mercadolivre.com.br/MLB-2616717176-kit-03-ubiquiti-bullet2-_JM
,,4448.52,8,1,https://produto.mercadolivre.com.br/MLB-1530126795-ubiquiti-unifi-uap-ac-hd-mimo-4x4-245-ghz-500-clientes-_JM
Ubiquiti,UniFi,1179.23,7,785,https://www.mercadolivre.com.br/access-point-wmm-ubiquiti-unifi-ac-in-wall-uap-ac-iw-branco-220v/p/MLB16061427?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,710,7,469,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-hex-poe-rb960pgs-branco-e-azul-turquesa-100v240v/p/MLB8718767?pdp_filters=item_id:MLB2182730376
MikroTik,RouterBOARD,710,7,469,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-hex-poe-rb960pgs-branco-e-azul-turquesa-100v240v/p/MLB8718767?pdp_filters=category:MLB5867
D-Link,DHP-W220AV,160,7,252,https://www.mercadolivre.com.br/adaptador-powerline-d-link-dhp-w220av-branco-100v240v/p/MLB16001481?pdp_filters=category:MLB5867
ZTE,Space,294,7,201,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-zte-space-zt199-branco-100v240v/p/MLB18569282?pdp_filters=category:MLB5867
TP-Link,RE305,339.44,7,188,https://www.mercadolivre.com.br/access-point-range-extender-sistema-wi-fi-mesh-tp-link-re305-v3-branco/p/MLB17944102?pdp_filters=item_id:MLB2068531039
TP-Link,TL-PA4010 KIT,1890.9,7,148,https://www.mercadolivre.com.br/adaptador-powerline-tp-link-tl-pa4010-kit-v3-branco-e-cinza-2-unidades/p/MLB15291862?pdp_filters=category:MLB5867
,,652.89,7,137,https://produto.mercadolivre.com.br/MLB-758859441-modem-roteador-aquario-desbloqueado-3g-4g-wifi-md4000-_JM
D-Link,COVR-1103,699,7,143,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-d-link-covr-1103-branco-100v240v-3-unidades/p/MLB18615383?pdp_filters=category:MLB5867
,,1040.98,7,135,https://produto.mercadolivre.com.br/MLB-1876579308-roteador-tp-lin-arcrer-ax73-wi-fi-6-ax5400-wireless-dualband-_JM
,,800,7,126,https://produto.mercadolivre.com.br/MLB-1887483292-mikrotik-routerboard-rblhg-5hpnd-xl-27-dbi-l3-lhg-xl-hp5-_JM
,,398,7,124,https://produto.mercadolivre.com.br/MLB-1305780594-roteador-wireless-tp-link-archer-c6-ac1200-gigabit-1001000-wi-fi-dual-band-mu-mimo-1200-mbps-_JM
Netgear,Orbi,2565,7,58,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-netgear-orbi-rbk50-branco-2-unidades/p/MLB9141031?pdp_filters=category:MLB5867
,,829.77,7,35,https://produto.mercadolivre.com.br/MLB-2080400795-kit-3-roteador-wi-fi-d-link-covr-1100-mesh-ac1200-covr-1103-_JM
,,250,7,25,https://produto.mercadolivre.com.br/MLB-2677461979-kit-10-roteador-intelbras-wrn-240i-_JM
,,699,7,19,https://produto.mercadolivre.com.br/MLB-1439507189-mikrotik-rb960pgs-hex-poe-homologado-anatel-_JM
,,710,7,9,https://produto.mercadolivre.com.br/MLB-2182717490-roteador-mikrotik-routerboard-hex-poe-rb960pgs-bivolt-_JM
,,1103.65,7,1,https://produto.mercadolivre.com.br/MLB-1928444485-mikrotik-routerboard-rb960pgs-1-sfp-hex-poe-128mb-l4-_JM
,,399,6,425,https://produto.mercadolivre.com.br/MLB-1479214389-modem-roteador-b681-wifi-3g-2g-chip-entrada-antena-rural-_JM
,,154.82,6,240,https://produto.mercadolivre.com.br/MLB-1888067583-roteador-wi-fi-wi-force-w4-300f-intelbras-com-nota-fiscal-_JM
,,752,6,238,https://produto.mercadolivre.com.br/MLB-1091801479-mikrotik-routerboard-rblhg-5hpnd-xl-27-dbi-l3-lhg-xl-hp5-_JM
,,890.49,6,144,https://produto.mercadolivre.com.br/MLB-708120185-kit-roteador-3g-4g-wifi-antena-externa-todas-operadoras-_JM
,,869,6,101,https://produto.mercadolivre.com.br/MLB-2198827400-roteador-tp-link-archer-ax73-wi-fi-6-ax5400-gigabit-dualband-_JM
MikroTik,Cloud Core,2790.79,6,85,https://www.mercadolivre.com.br/roteador-mikrotik-cloud-core-ccr1009-pc-ccr1009-7g-1c-pc-branco-100v240v/p/MLB8065459?pdp_filters=category:MLB5867
,,89.99,6,40,https://produto.mercadolivre.com.br/MLB-2042137554-wifi-sinal-300m-wireless-n-amplificador-_JM
,,254.9,6,39,https://produto.mercadolivre.com.br/MLB-1641557602-roteador-wifi-5-intelbras-wi-force-w5-1200f-dual-band-ac1200-_JM
,,2790.79,6,4,https://produto.mercadolivre.com.br/MLB-2147858044-mikrotik-cloud-core-router-ccr1009-7g-1c-pc-_JM
,,130.82,5,308,https://produto.mercadolivre.com.br/MLB-1119826592-s-3553lc20ds-53lc20d-mikrotik-sfp-20km-lc-sfp-125g-gbic-_JM
MikroTik,RouterBOARD,2559,5,267,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-rb1100ahx4-prata-110v220v/p/MLB8912419?pdp_filters=category:MLB5867
,,848,5,204,https://produto.mercadolivre.com.br/MLB-1650735666-mikrotik-routerboard-rblhg-5hpnd-xl-27-dbi-l3-lhg-xl-hp5-_JM
,,394.5,5,188,https://produto.mercadolivre.com.br/MLB-2220459638-roteador-intelbras-mesh-twibi-giga-24-a-5ghz-180m-wi-fi-5-_JM
,,278.5,5,185,https://produto.mercadolivre.com.br/MLB-2047500452-roteador-wifi-gigabit-dual-band-ws5200-245-ghz-huawei-_JM
,,405.99,5,94,https://produto.mercadolivre.com.br/MLB-1925598979-roteador-portatil-wireless-para-chip-4g-wi-fi-150mbps-_JM
TP-Link,Archer,2799.88,5,93,https://www.mercadolivre.com.br/access-point-roteador-bridge-tp-link-archer-ax11000-v1-preto-e-vermelho-220v/p/MLB17899491?pdp_filters=category:MLB5867
ZTE,Space,236,5,90,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-zte-space-zt196-branco-110v220v/p/MLB18569280?pdp_filters=category:MLB5867
Linksys,EA2700,205.5,5,79,https://www.mercadolivre.com.br/roteador-linksys-ea2700-preto/p/MLB15910319?pdp_filters=category:MLB5867
,,1027.79,5,61,https://produto.mercadolivre.com.br/MLB-2024423003-roteador-gigabit-ax5400-tp-link-archer-ax73-_JM
ZTE,Space,557.14,5,41,https://www.mercadolivre.com.br/sistema-wi-fi-mesh-roteador-zte-space-zt196-branco-110v220v-2-unidades/p/MLB18568994?pdp_filters=category:MLB5867
MikroTik,RouterBOARD,2729,5,40,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-rb1100ahx4-dude-edition-prata-100v240v/p/MLB7912329?pdp_filters=category:MLB5867
,,86.9,5,22,https://produto.mercadolivre.com.br/MLB-1950203892-roteador-24ghz-2-antenas-10100-linksys-wrt54g-com-nfe-_JM
,,2998.88,5,1,https://produto.mercadolivre.com.br/MLB-2610178685-roteador-access-point-bridge-tp-link-archer-ax11000-v1-tri-b-_JM
,,413,4,361,https://produto.mercadolivre.com.br/MLB-1685258469-roteador-wireless-cpe-5ghz-16dbi-wom-5a-intelbras-_JM
,,96.34,4,337,https://produto.mercadolivre.com.br/MLB-1087603077-gbic-10gb-850nm-300m-modulo-sfp-10gb-mmf-sr-_JM
MikroTik,RouterBOARD,269,4,321,https://www.mercadolivre.com.br/access-point-indoor-mikrotik-routerboard-cap-lite-rbcapl-2nd-branco/p/MLB8595937?pdp_filters=category:MLB5867
Ubiquiti,UniFi,3911.25,4,258,https://www.mercadolivre.com.br/roteador-ubiquiti-unifi-security-gateway-usg-pro-4-branco-110v240v/p/MLB15285476?pdp_filters=category:MLB5867
,,805.6,4,203,https://produto.mercadolivre.com.br/MLB-2051355503-load-balance-gigabit-router-tp-link-omada-er605-multi-wan-_JM
MikroTik,RouterBOARD,984.41,4,174,https://www.mercadolivre.com.br/roteador-mikrotik-routerboard-rb2011il-in-preto-e-vermelho/p/MLB8718830?pdp_filters=category:MLB5867
,,805,4,162,https://produto.mercadolivre.com.br/MLB-1852203337-modem-roteador-entrada-chip-4g-vivo-claro-tim-wifi-intelbras-_JM
,,359,4,125,https://produto.mercadolivre.com.br/MLB-1908813181-roteador-tp-link-wireless-gigabit-mu-mimo-ac1200-archer-c6-_JM
,,269,4,89,https://produto.mercadolivre.com.br/MLB-1070837015-mikrotik-routerboard-cap-lite-ap-paredeteto-l4-_JM
,,791.99,4,85,https://produto.mercadolivre.com.br/MLB-1700427685-kit-modem-roteador-3g-4g-45g-wifi-veicular-12v-110220v-_JM
,,282.91,4,73,https://produto.mercadolivre.com.br/MLB-710911847-cpe-24-ghz-150mbps-fonte-poe-_JM
MikroTik,Cloud Core,4165,4,71,https://www.mercadolivre.com.br/roteador-mikrotik-cloud-core-ccr1009-pc-ccr1009-7g-1c-1spc-branco-100v240v/p/MLB7931383?pdp_filters=category:MLB5867
,,129.9,4,62,https://produto.mercadolivre.com.br/MLB-1178002497-watchdog-sempre-conectado-controle-internet-reset-plug-_JM
